"sitecode","countrycode","perclogged","site_ha","area_ha_2001","area_ha_2002","area_ha_2003","area_ha_2004","area_ha_2005","area_ha_2006","area_ha_2007","area_ha_2008","area_ha_2009","area_ha_2010","area_ha_2011","area_ha_2012","area_ha_2013","area_ha_2014","area_ha_2015","area_ha_2016","area_ha_2017","area_ha_2018","area_ha_2019","area_ha_2020","area_ha_2021","area_ha_2022","area_ha_2023","most_disturbed_year","most_disturbed_year_ha","sitename"
"BG0000133","BG",0.0111224315510808,63678.46,25.83,19.869974847436,10.5831337881088,58.23,27.2139227516949,29.97,41.67,43.1060505276918,20.9086650288594,12.51,29.8284245672822,185.709257867094,15.93,15.5702016690304,8.55,7.81648133665323,17.1825530236959,8.81201470971108,5.30718206584454,57.15,46.832448242493,6.73755181301851,12.9414503896236,2012,185.709257867094,"Kamchiyska i Emenska planina"
"BG0000232","BG",0.0783353401408287,2690.86,7.56,2.43,0.45,0.9,0.27,0.9,1.62,2.34,1.89,2.07,0.54,3.15,8.64,16.02,23.0802787703276,14.3238960018754,25.7708156499267,16.74,11.4984394544363,15.6960034947842,7.2,32.85,14.85,2022,32.85,"Batin"
"BG0000529","BG",0.177755367523908,1172.74,0.36,6.20061222771183,7.65,8.21178499281406,0.18,2.43,0.81,0,0.27,1.21651760995388,0.27,0.09,0,31.8754115517251,16.29,10.3993644474522,31.41,34.2009829913825,6.61544457346201,10.9290020908043,9.77843479852023,24.66,4.61327442616224,2018,34.2009829913825,"Marten - Ryahovo"
"BG0002024","BG",0.0828409546568546,2582.34,7.74,2.34,0.45,1.17,0.27,0.9,1.53,1.62,2.07,1.62,0.27,3.33,8.19,14.94,24.5081374025345,14.2196127104759,27,17.46,11.9130382248759,16.3127225106955,7.92,34.2,13.95,2022,34.2,"Ribarnitsi Mechka"
"BG0002038","BG",0.00855427867046123,84031.5,11.34,16.11,22.2376764055534,18.81,5.2249412754178,19.53,14.4,3.69,15.3,22.68,22.95,81.45,24.9299997854233,68.49,20.16,7.27522364616394,31.86,25.92,52.56,86.7182058888674,70.9628210954368,15.93,60.3,2020,86.7182058888674,"Provadiysko-Royaksko plato"
"BG0002044","BG",0.0101045685867837,88897.23,25.65,19.5421945667267,10.2022985816002,56.43,25.56,31.59,41.49,47.07,20.4305587547645,13.7842404937372,29.7,322.738427370479,18.3617173210345,18,12.5056705418229,12.87,25.0600765760243,13.0408893232048,5.67265445971861,61.74,60.21,11.5866264487803,15.0328032721952,2012,322.738427370479,"Kamchiyska planina"
"BG0002045","BG",0.00633168616907423,10300.56,1.08,1.62,1.98,1.35,2.88,1.58119642317295,0.63,0.58254765227437,1.25303043544292,0,0.9,5.67,0.9,3.42,3.6,5.49,4.14,0.18,3.41315738380887,1.41998139102012,10.17,7.65,5.31,2021,10.17,"Kompleks Kamchia"
"BG0002082","BG",0.00686531649880933,38149.52,11.61,20.9788890331238,19.71,3.69,4.05,3.51,14.49,3.78,6.03,0.81,5.4,11.4311514942907,7.05830191254616,12.15,7.2,10.5110470497608,16.65,9.54,18.3150866836309,4.68,39.9631731634028,16.0532217540219,14.2976579868793,2021,39.9631731634028,"Batova"
"CZ0210101","CZ",0.0897406890826941,4309.24,0.99,6.74995829701424,0.63,16.1563881209493,18.5631491240859,16.2139335541427,7.64858993053436,2.395062685062,26.6347210862674,16.2,25.6821815279871,11.3361977863312,11.6022574979067,12.6105249093845,11.7091750270128,21.741410630137,28.2265927195083,11.1812168714404,28.6369235949637,39.2035692068562,33.6072217494249,21.1074806034565,17.8876121002436,2020,39.2035692068562,"Dymokursko"
"CZ0311033","CZ",0.0560128879391411,47360.27,16.2729624736402,50.2708605777891,36.7128690187633,199.267652910403,101.226843641996,121.309164875604,117.302687464002,75.091324082762,130.771060998905,158.808289540093,68.7035441350937,54.1954097650805,47.3128854507068,192.958035607156,102.006351669654,142.569047800095,106.683351483367,111.732544970904,129.154401835801,126.129817176908,144.525023712292,331.331360799093,88.4500062873564,2022,331.331360799093,"Třeboňsko"
"CZ0311034","CZ",0.211459504247399,18368.11,5.76,45.8178084854619,17.2518873696774,117.928361413962,30.3288433258608,23.3056522840261,105.173348147403,116.744640133718,38.0018167199416,40.0120957552828,58.1329410176352,98.4812127864361,37.3636571913958,64.764457372427,62.9947456214155,89.8712341699004,56.7123091654479,177.792595155579,1056.54342281019,1293.47901613671,250.037694367098,64.3270665049832,33.2866286271438,2020,1293.47901613671,"Údolí Otavy a Vltavy"
"CZ0311040","CZ",0.0598460535265282,23565.22,6.84,15.7833880117536,3.76930580735207,103.715151054561,27.6110240276903,27.3950330785196,449.745842202008,50.94,31.7771002846956,42.6211920511723,46.26,32.3662272548676,21.5212071087956,32.8862314295769,16.9163837653399,38.0546448330861,57.6284498444293,64.347545440793,34.6752901089191,136.473303253613,54.3770747038722,45.1780649095774,69.4029583137905,2007,449.745842202008,"Boletice"
"CZ0311041","CZ",0.0979232720470318,97492.98,7.02,68.4623799630627,26.9974072989821,1122.97979111379,245.453771879144,44.8405434960779,1527.79961949578,319.1959653999,490.949517595373,595.222918223517,947.775471660384,369.503045927225,26.4182465833426,113.965037047245,20.519547271952,178.635590827052,100.093988834869,314.475011462435,274.480707474053,1104.55692850961,375.354461842789,335.306764960599,936.82488634865,2007,1527.79961949578,"Šumava"
"CZ0313119","CZ",0.286190523719588,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.419325916251837,0.504321284517646,0.00677203126251698,0,0,2020,0.504321284517646,"Rašeliniště Radlice"
"CZ0314024","CZ",0.0688836571593805,171925.22,22.77,100.241394311097,38.1433478375897,1242.84575023977,313.718401650193,70.0059609136731,1999.04203332942,397.488705499813,556.670135648611,660.45661068922,1007.41100940709,429.666396143305,52.8480050760135,156.692040433169,49.4599165431038,298.627547874031,201.643991110045,398.291837753932,400.111322346402,1468.20739709061,489.131682077833,427.768629392597,1061.59579616355,2007,1999.04203332942,"Šumava"
"CZ0421005","CZ",0.0211244129127496,16367.7,5.22,1.26,0.18,1.4863247859478,1.76395435631275,3.3458842818439,5.92354976534843,9.65649353832007,5.45285043954849,3.15,18.4727357500792,1.08891358539462,15.1749268448353,12.8482201141119,4.41,8.73316241084598,13.9980211949721,32.2198967295885,57.8337390232086,84.7959433078766,33.0481482432783,11.6552888604999,14.04,2020,84.7959433078766,"Východní Krušné hory"
"CZ0421006","CZ",0.148986807599661,35487.18,4.5,23.2410851119459,1.17,70.6782899615541,55.4758982375264,53.6362689855695,51.4980839520693,72.0364177922253,84.96,42.5289004522562,104.31,36.5517398409778,14.4,40.5469254505634,32.4951385076344,97.9564981913567,71.2767484418303,49.7115374597814,424.279064609642,1195.42555582312,1953.66971779486,613.703149429886,193.070638871742,2021,1953.66971779486,"Labské pískovce"
"CZ0424030","CZ",0.0365986154297015,1195.08,2.10164987258613,0.412976208329201,0,1.49539816964418,1.78507790029049,0.9,0.506053455770016,0.36,1.69529027525336,0.18,0.621831107139587,0.340865721702576,0.18,0.186585178849055,0.98417005777359,0.99,1.89767038084567,0.448387976288795,2.62637732047588,3.01870477350061,15.382635447979,1.74274398721755,5.88185549408197,2021,15.382635447979,"Bezručovo údolí"
"CZ0424031","CZ",0.31455711297928,10626.91,0.54,9.55336623609066,0.18,22.0200199359655,17.6633885692433,15.3391289691813,12.7719369792938,29.9575386450067,26.9035272073746,21.4486910632811,34.4774943228252,14.0134394413233,3.78,9.45032639503945,9.98811955482932,74.0767999648768,11.7644530357048,41.3150274816155,384.995146081073,1013.43779596573,1348.81479830774,213.130025901442,27.1491054330012,2021,1348.81479830774,"České Švýcarsko"
"CZ0510441","CZ",0.123973541464607,455.92,0,1.08,0,2.86669704593718,0.792511847019196,0.18,3.01976830780506,0.814323814809322,0.362108547538519,0,0.453330903947353,0.09,0.18,0,0.09,0,0,0.27,5.25682490404011,20.066334324684,17.7575101196766,3.24260720908642,0,2020,20.066334324684,"Binov - Bobří soutěska"
